MtrunA17_CPg0492191	Medtr4g006140
MtrunA17_Chr3R0024350	Medtr3g014760
MtrunA17_Chr3g0082631	Medtr3g014790
MtrunA17_Chr3g0082641	Medtr3g014820
MtrunA17_Chr3g0082651	Medtr3g014870
MtrunA17_Chr3g0082721	Medtr3g015100
MtrunA17_Chr3g0082731	Medtr3g015110
MtrunA17_Chr3g0082751	Medtr3g015120
MtrunA17_Chr3g0082761	Medtr3g015130
MtrunA17_Chr3R0025400	Medtr2g015130
MtrunA17_Chr3g0082791	Medtr3g015260
MtrunA17_Chr3g0082801	Medtr3g015270
MtrunA17_Chr3g0082801	Medtr4g050830
MtrunA17_Chr3g0082811	Medtr3g015280
MtrunA17_Chr3g0082811	Medtr4g050820
MtrunA17_Chr3R0025730	Medtr3g015280
MtrunA17_Chr3R0025730	Medtr4g050820
MtrunA17_Chr3g0082821	Medtr3g015420
MtrunA17_Chr3g0082831	Medtr3g015430
MtrunA17_Chr3g0082841	Medtr3g015440
MtrunA17_Chr3g0082851	Medtr3g015450
MtrunA17_Chr3g0082861	Medtr3g015490
MtrunA17_Chr3g0082871	Medtr3g015500
MtrunA17_Chr3g0082871	Medtr4g050790
MtrunA17_Chr3g0082881	Medtr3g015550
MtrunA17_Chr3g0082891	Medtr3g015560
MtrunA17_Chr3R0026290	Medtr3g015560
MtrunA17_Chr3g0083001	Medtr3g015620
MtrunA17_Chr3R0026710	Medtr3g015690
MtrunA17_Chr3R0026830	Medtr3g015750
MtrunA17_Chr3g0083041	Medtr3g015760
MtrunA17_Chr3g0083051	Medtr3g015770
MtrunA17_Chr3g0083071	Medtr3g015830
MtrunA17_Chr3g0083091	Medtr3g015870
MtrunA17_Chr3g0083111	Medtr3g015865
MtrunA17_Chr3R0027260	Medtr3g015910
MtrunA17_Chr3g0083131	Medtr3g015940
MtrunA17_Chr3g0083161	Medtr3g015950
MtrunA17_Chr3g0083251	Medtr3g016030
MtrunA17_Chr3g0083271	Medtr3g016080
MtrunA17_Chr3R0027690	Medtr3g016080
MtrunA17_Chr3g0083281	Medtr3g016090
MtrunA17_Chr3R0027840	Medtr3g016120
MtrunA17_Chr3g0083311	Medtr3g016130
MtrunA17_Chr3g0083381	Medtr3g016270
MtrunA17_Chr3R0028400	Medtr7g037800
MtrunA17_Chr3R0028400	Medtr3g016320
MtrunA17_Chr3g0083421	Medtr3g016350
MtrunA17_Chr3g0083421	Medtr3g016270
MtrunA17_Chr3g0083451	Medtr3g016350
MtrunA17_Chr3g0083451	Medtr3g016270
MtrunA17_Chr3g0083491	Medtr3g017390
MtrunA17_Chr3R0029280	Medtr3g017400
MtrunA17_Chr3g0083501	Medtr3g017420
MtrunA17_Chr3g0083511	Medtr3g017440
MtrunA17_Chr3g0083521	Medtr3g017470
MtrunA17_Chr3g0083531	Medtr3g017490
MtrunA17_Chr3g0083541	Medtr3g017500
MtrunA17_Chr3g0083561	Medtr3g017580
MtrunA17_Chr3g0083571	Medtr3g017590
MtrunA17_Chr3g0083581	Medtr3g017610
MtrunA17_Chr3g0083831	Medtr3g018680
MtrunA17_Chr3R0030960	Medtr3g018690
MtrunA17_Chr3g0083881	Medtr3g018750
MtrunA17_Chr3g0083891	Medtr3g018770
MtrunA17_Chr3g0083901	Medtr3g018780
MtrunA17_Chr3g0083921	Medtr3g018790
MtrunA17_Chr3R0031710	Medtr3g018810
MtrunA17_Chr3g0083971	Medtr3g018810
MtrunA17_Chr3g0084011	Medtr3g018910
MtrunA17_Chr3g0084031	Medtr3g018930
MtrunA17_Chr3R0032450	Medtr3g018940
MtrunA17_Chr3R0032480	Medtr3g018960
MtrunA17_Chr3g0084041	Medtr3g018970
MtrunA17_Chr3g0084051	Medtr3g018980
MtrunA17_Chr3g0084061	Medtr3g019000
MtrunA17_Chr3g0084071	Medtr3g019010
MtrunA17_Chr3g0084081	Medtr3g019040
MtrunA17_Chr3g0084091	Medtr3g019050
MtrunA17_Chr3g0084111	Medtr3g019060
MtrunA17_Chr3g0084121	Medtr3g019070
MtrunA17_Chr3g0084151	Medtr3g019080
MtrunA17_Chr3g0084161	Medtr3g019090
MtrunA17_Chr3g0084191	Medtr3g019120
MtrunA17_Chr3g0084201	Medtr3g019150
MtrunA17_Chr3g0084221	Medtr3g019160
MtrunA17_Chr3g0084231	Medtr3g019180
MtrunA17_Chr3R0032840	Medtr3g019180
MtrunA17_Chr3g0084241	Medtr3g019200
MtrunA17_Chr3g0084251	Medtr3g019220
MtrunA17_Chr3R0032870	Medtr3g019230
MtrunA17_Chr3R0032890	Medtr3g019240
MtrunA17_Chr3g0084261	Medtr3g019240
MtrunA17_Chr3R0032970	Medtr3g019270
MtrunA17_Chr3g0084291	Medtr3g019290
MtrunA17_Chr3g0084301	Medtr3g019300
MtrunA17_Chr3g0084311	Medtr3g019310
MtrunA17_Chr3g0084331	Medtr3g019320
MtrunA17_Chr3g0084341	Medtr3g019330
MtrunA17_Chr3g0084351	Medtr3g019340
MtrunA17_Chr3g0084371	Medtr3g019360
MtrunA17_Chr3g0084381	Medtr3g019370
MtrunA17_Chr3g0084411	Medtr3g019390
MtrunA17_Chr3g0084421	Medtr3g019420
MtrunA17_Chr3g0084431	Medtr3g019490
MtrunA17_Chr3g0084441	Medtr3g019500
MtrunA17_Chr3g0084451	Medtr3g019530
MtrunA17_Chr3R0033540	Medtr3g019540
MtrunA17_Chr3g0084491	Medtr3g019580
MtrunA17_Chr3g0084501	Medtr3g019610
MtrunA17_Chr3g0084511	Medtr3g019650
MtrunA17_Chr3R0033730	Medtr3g019670
MtrunA17_Chr3g0084521	Medtr3g019680
MtrunA17_Chr3g0084561	Medtr3g019820
MtrunA17_Chr3g0084581	Medtr3g019900
MtrunA17_Chr3g0084581	Medtr3g019930
MtrunA17_Chr3g0084591	Medtr3g019930
MtrunA17_Chr3g0084601	Medtr3g019980
MtrunA17_Chr3R0034400	Medtr3g019990
MtrunA17_Chr3R0034440	Medtr3g020070
MtrunA17_Chr3R0034530	Medtr3g020100
MtrunA17_Chr3g0084611	Medtr3g020100
MtrunA17_Chr3g0084621	Medtr3g020230
MtrunA17_Chr3g0084631	Medtr3g020230
MtrunA17_Chr3g0084641	Medtr3g020260
MtrunA17_Chr3g0084651	Medtr3g020280
MtrunA17_Chr3g0084661	Medtr3g020280
MtrunA17_Chr3g0084681	Medtr3g020320
MtrunA17_Chr3g0084691	Medtr3g020330
MtrunA17_Chr3g0084701	Medtr3g020340
MtrunA17_Chr3R0034980	Medtr3g020350
MtrunA17_Chr3g0084711	Medtr3g020360
MtrunA17_Chr3g0084721	Medtr3g020470
MtrunA17_Chr3R0035200	Medtr3g020480
MtrunA17_Chr3g0084731	Medtr3g020490
MtrunA17_Chr3g0084741	Medtr3g020500
MtrunA17_Chr3g0084771	Medtr3g020510
MtrunA17_Chr3g0084781	Medtr3g020520
MtrunA17_Chr3g0084791	Medtr3g020540
MtrunA17_Chr3g0084811	Medtr3g020620
MtrunA17_Chr3R0035480	Medtr3g020620
MtrunA17_Chr3g0084821	Medtr3g020620
MtrunA17_Chr3g0084841	Medtr3g020640
MtrunA17_Chr3g0084851	Medtr3g020650
MtrunA17_Chr3g0084861	Medtr3g020660
MtrunA17_Chr3g0084871	Medtr3g020670
MtrunA17_Chr3g0084881	Medtr3g020680
MtrunA17_Chr3g0084901	Medtr3g020740
MtrunA17_Chr3g0084911	Medtr3g020760
MtrunA17_Chr3g0084921	Medtr3g020780
MtrunA17_Chr3R0035770	Medtr3g020800
MtrunA17_Chr3g0084941	Medtr3g020820
MtrunA17_Chr3g0084961	Medtr3g020880
MtrunA17_Chr3g0084971	Medtr3g020890
MtrunA17_Chr3g0084981	Medtr3g020920
MtrunA17_Chr3g0084991	Medtr3g020930
MtrunA17_Chr3R0036100	Medtr3g020950
MtrunA17_Chr3g0085001	Medtr3g020950
MtrunA17_Chr3g0085011	Medtr3g020970
MtrunA17_Chr3g0085031	Medtr3g021000
MtrunA17_Chr3g0085071	Medtr3g021060
MtrunA17_Chr3g0085081	Medtr3g021090
MtrunA17_Chr3g0085091	Medtr3g021100
MtrunA17_Chr3g0085101	Medtr3g021150
MtrunA17_Chr3g0085111	Medtr3g021170
MtrunA17_Chr3g0085131	Medtr3g021340
MtrunA17_Chr3g0085141	Medtr3g021180
MtrunA17_Chr3g0085141	Medtr3g021350
MtrunA17_Chr3g0085161	Medtr3g021380
MtrunA17_Chr3g0085171	Medtr3g021400
MtrunA17_Chr3g0085191	Medtr3g021420
MtrunA17_Chr3g0085201	Medtr3g021430
MtrunA17_Chr3g0085211	Medtr3g021440
MtrunA17_Chr3R0037490	Medtr3g021450
MtrunA17_Chr3g0085231	Medtr3g021460
MtrunA17_Chr3g0085371	Medtr3g022000
MtrunA17_Chr3g0085431	Medtr3g022060
MtrunA17_Chr3g0085441	Medtr3g022070
MtrunA17_Chr3g0085451	Medtr3g022130
MtrunA17_Chr3g1009953	Medtr3g022200
MtrunA17_Chr3g0085481	Medtr3g022240
MtrunA17_Chr3R0038730	Medtr3g022250
MtrunA17_Chr3g0085491	Medtr3g022250
MtrunA17_Chr3R0038740	Medtr3g022260
MtrunA17_Chr3g0085501	Medtr3g022300
MtrunA17_Chr3g0085521	Medtr3g022400
MtrunA17_Chr3R0039010	Medtr3g022410
MtrunA17_Chr3g0085551	Medtr3g022570
MtrunA17_Chr3R0039670	Medtr3g022670
MtrunA17_Chr3g0085591	Medtr3g022670
MtrunA17_Chr3g0085601	Medtr3g022680
MtrunA17_Chr3R0039750	Medtr3g022700
MtrunA17_Chr3g0085631	Medtr3g022740
MtrunA17_Chr3g0085681	Medtr3g022830
MtrunA17_Chr3g0085691	Medtr3g022850
MtrunA17_Chr3g0085701	Medtr3g022870
MtrunA17_Chr3g0085711	Medtr3g022920
MtrunA17_Chr3g0085721	Medtr3g022920
MtrunA17_Chr3g0085731	Medtr3g022930
MtrunA17_Chr3R0040690	Medtr3g022980
MtrunA17_Chr3g0085781	Medtr3g023010
MtrunA17_Chr3g0085791	Medtr3g023020
MtrunA17_Chr3R0040750	Medtr3g023020
MtrunA17_Chr3g0085801	Medtr3g023030
MtrunA17_Chr3g0085821	Medtr3g023060
MtrunA17_Chr3g0085821	Medtr3g023090
MtrunA17_Chr3g0085831	Medtr3g023110
MtrunA17_Chr3g0085841	Medtr3g023120
MtrunA17_Chr3R0040970	Medtr3g023130
MtrunA17_Chr3R0040970	Medtr3g023140
MtrunA17_Chr3g0085851	Medtr3g023150
MtrunA17_Chr3g0085861	Medtr3g023160
MtrunA17_Chr3g0085871	Medtr3g023180
MtrunA17_Chr3R0041050	Medtr3g023200
MtrunA17_Chr3g0085881	Medtr3g023220
MtrunA17_Chr3g0085891	Medtr3g023230
MtrunA17_Chr3g0085901	Medtr3g023270
MtrunA17_Chr3R0041270	Medtr3g023300
MtrunA17_Chr3g0085931	Medtr3g023320
MtrunA17_Chr3g0085941	Medtr3g023330
MtrunA17_Chr3g0085951	Medtr3g023440
MtrunA17_Chr3g0085961	Medtr3g023470
MtrunA17_Chr3g0085971	Medtr3g023480
MtrunA17_Chr3g0085981	Medtr3g023490
MtrunA17_Chr3g0085991	Medtr3g023510
MtrunA17_Chr3g0086021	Medtr3g023560
MtrunA17_Chr3g0086031	Medtr3g023620
MtrunA17_Chr3g0086041	Medtr3g023630
MtrunA17_Chr3g0086051	Medtr3g023650
MtrunA17_Chr3R0041840	Medtr3g023670
MtrunA17_Chr3g0086661	Medtr3g025230
MtrunA17_Chr3g0086681	Medtr3g025250
MtrunA17_Chr3g0086691	Medtr3g025260
MtrunA17_Chr3g0086711	Medtr3g025280
MtrunA17_Chr3g0086711	Medtr3g025300
MtrunA17_Chr3g0086721	Medtr3g025310
MtrunA17_Chr3g0086731	Medtr3g025330
MtrunA17_Chr3g0086741	Medtr3g025360
MtrunA17_Chr3g0086751	Medtr3g025380
MtrunA17_Chr3g0086781	Medtr3g025460
MtrunA17_Chr3g0086791	Medtr3g025470
MtrunA17_Chr3g0086801	Medtr3g025510
MtrunA17_Chr3g0086801	Medtr3g025700
MtrunA17_Chr3g0086811	Medtr3g025610
MtrunA17_Chr3g0086811	Medtr3g025800
MtrunA17_Chr3R0047630	Medtr3g025630
MtrunA17_Chr3g0086821	Medtr3g025640
MtrunA17_Chr3g0086821	Medtr3g025830
MtrunA17_Chr3g0086841	Medtr3g025840
MtrunA17_Chr3g0086851	Medtr3g025870
MtrunA17_Chr3g0086861	Medtr3g025880
MtrunA17_Chr3g0086871	Medtr3g025890
MtrunA17_Chr3g0086881	Medtr3g025900
MtrunA17_Chr3g0086891	Medtr3g025940
MtrunA17_Chr3g0086921	Medtr3g025960
MtrunA17_Chr3g0086931	Medtr3g025970
MtrunA17_Chr3g0086931	Medtr3g025980
MtrunA17_Chr3g0086951	Medtr3g026020
MtrunA17_Chr3g0086961	Medtr3g026050
MtrunA17_Chr3g0087001	Medtr3g026070
MtrunA17_Chr3g0087271	Medtr3g026620
MtrunA17_Chr3g0087291	Medtr3g026650
MtrunA17_Chr3g0087301	Medtr3g026660
MtrunA17_Chr3g0087311	Medtr3g026690
MtrunA17_Chr3R0049660	Medtr3g026760
MtrunA17_Chr3g0087331	Medtr3g026780
MtrunA17_Chr3g0087341	Medtr3g026780
MtrunA17_Chr3R0049760	Medtr3g026800
MtrunA17_Chr3g0087351	Medtr3g026820
MtrunA17_Chr3g0087361	Medtr3g026830
MtrunA17_Chr3g0087391	Medtr3g026920
MtrunA17_Chr3g0087401	Medtr3g026950
MtrunA17_Chr3g0087401	Medtr3g049150
MtrunA17_Chr3g0087411	Medtr3g026970
MtrunA17_Chr3g0087421	Medtr3g026990
MtrunA17_Chr3g0087431	Medtr3g027030
MtrunA17_Chr3g0087461	Medtr3g027090
MtrunA17_Chr3g0087481	Medtr3g027140
MtrunA17_Chr3g0087491	Medtr5g086750
MtrunA17_Chr3g0087501	Medtr3g027150
MtrunA17_Chr3g0087531	Medtr3g027180
MtrunA17_Chr3g0087541	Medtr3g027200
MtrunA17_Chr3R0051180	Medtr3g027210
MtrunA17_Chr3g0087571	Medtr3g027240
MtrunA17_Chr3g0087581	Medtr3g027250
MtrunA17_Chr3R0051250	Medtr3g027250
MtrunA17_Chr3g0087611	Medtr3g027280
MtrunA17_Chr3g0087621	Medtr3g027320
MtrunA17_Chr3g0087631	Medtr3g027330
MtrunA17_Chr3g0087641	Medtr3g027360
MtrunA17_Chr3g0087671	Medtr3g027400
MtrunA17_Chr3R0052220	Medtr3g027420
MtrunA17_Chr3g0087701	Medtr3g027420
MtrunA17_Chr3g0087721	Medtr3g027430
MtrunA17_Chr3g0087731	Medtr3g027470
MtrunA17_Chr3R0052430	Medtr5g018960
MtrunA17_Chr3R0052500	Medtr3g027490
MtrunA17_Chr3R0052520	Medtr3g027490
MtrunA17_Chr3R0052610	Medtr3g027510
MtrunA17_Chr3g0087741	Medtr3g027580
MtrunA17_Chr3g0087751	Medtr3g027590
MtrunA17_Chr3g0087761	Medtr3g027610
MtrunA17_Chr3g0087771	Medtr3g027650
MtrunA17_Chr3g0087781	Medtr3g027870
MtrunA17_Chr3g0087791	Medtr3g027890
MtrunA17_Chr3g0087811	Medtr3g027940
MtrunA17_Chr3g0087821	Medtr3g027990
MtrunA17_Chr3g0087831	Medtr3g028010
MtrunA17_Chr3g0087841	Medtr3g028040
MtrunA17_Chr3g0087841	Medtr8g081370
MtrunA17_Chr3R0054050	Medtr3g028040
MtrunA17_Chr3R0054050	Medtr8g081370
MtrunA17_Chr3g1010153	Medtr3g028060
MtrunA17_Chr3g0087851	Medtr3g028120
MtrunA17_Chr3g0087861	Medtr3g028140
MtrunA17_Chr3g0087871	Medtr3g028150
MtrunA17_Chr3R0054390	Medtr6g042730
MtrunA17_Chr3g0087881	Medtr3g028170
MtrunA17_Chr3g0087891	Medtr3g028190
MtrunA17_Chr3g0087901	Medtr3g028210
MtrunA17_Chr3R0054670	Medtr3g028250
MtrunA17_Chr3R0054690	Medtr3g028260
MtrunA17_Chr3g0087921	Medtr3g028260
MtrunA17_Chr3g0087931	Medtr3g028270
MtrunA17_Chr3R0054710	Medtr3g028270
MtrunA17_Chr3g0087941	Medtr3g028340
MtrunA17_Chr3g0087951	Medtr3g028380
MtrunA17_Chr3R0054780	Medtr3g028410
MtrunA17_Chr3g0087971	Medtr3g028440
MtrunA17_Chr3g0087981	Medtr3g028450
MtrunA17_Chr3g0088001	Medtr3g028460
MtrunA17_Chr3g0088021	Medtr3g028480
MtrunA17_Chr3g0088471	Medtr3g029510
MtrunA17_Chr3g0088481	Medtr3g029520
MtrunA17_Chr3g0088481	Medtr3g029530
MtrunA17_Chr3g0088491	Medtr3g029550
MtrunA17_Chr3g0088501	Medtr3g029560
MtrunA17_Chr3g0088511	Medtr3g029580
MtrunA17_Chr3g0088521	Medtr3g029590
MtrunA17_Chr3g0088531	Medtr3g029620
MtrunA17_Chr3g0088541	Medtr3g029640
MtrunA17_Chr3g0088551	Medtr3g029650
MtrunA17_Chr3g0088581	Medtr3g029660
MtrunA17_Chr3g0088591	Medtr3g029660
MtrunA17_Chr3g0088601	Medtr3g029670
MtrunA17_Chr3g0088621	Medtr3g029730
MtrunA17_Chr3g0088621	Medtr4g098300
MtrunA17_Chr3g0088631	Medtr3g029750
MtrunA17_Chr3g0088631	Medtr4g098280
MtrunA17_Chr3g0088641	Medtr3g029800
MtrunA17_Chr3R0057890	Medtr3g029800
MtrunA17_Chr3g0088651	Medtr3g029810
MtrunA17_Chr3g0088661	Medtr3g029820
MtrunA17_Chr3g0088671	Medtr3g029840
MtrunA17_Chr3g0088681	Medtr3g029870
MtrunA17_Chr3g0088691	Medtr3g029870
MtrunA17_Chr3g0088701	Medtr3g029880
MtrunA17_Chr3R0057940	Medtr3g029910
MtrunA17_Chr3g0088721	Medtr3g029920
MtrunA17_Chr3g0088721	Medtr4g098140
MtrunA17_Chr3g0088731	Medtr3g029930
MtrunA17_Chr3g0088741	Medtr3g029950
MtrunA17_Chr3R0058120	Medtr3g029970
MtrunA17_Chr3g0088771	Medtr3g029980
MtrunA17_Chr3g0088781	Medtr3g029990
MtrunA17_Chr3R0058200	Medtr3g029990
MtrunA17_Chr3g0088811	Medtr3g030020
MtrunA17_Chr3g0088821	Medtr3g030040
MtrunA17_Chr3g0088841	Medtr3g030080
MtrunA17_Chr3g0088851	Medtr3g030070
MtrunA17_Chr3g0088861	Medtr3g030060
MtrunA17_Chr3g1010225	Medtr3g030110
MtrunA17_Chr3R0058800	Medtr3g030150
MtrunA17_Chr3g0088871	Medtr3g030240
MtrunA17_Chr3g0088881	Medtr3g030250
MtrunA17_Chr3g0088891	Medtr3g030310
MtrunA17_Chr3R0059280	Medtr3g030330
MtrunA17_Chr3g0088901	Medtr3g030330
MtrunA17_Chr3g0088931	Medtr3g030360
MtrunA17_Chr3g0088941	Medtr2g081145
MtrunA17_Chr3g0088941	Medtr4g113725
MtrunA17_Chr3g0088941	Medtr3g030365
MtrunA17_Chr3R0059400	Medtr3g030380
MtrunA17_Chr3g0088951	Medtr3g030380
MtrunA17_Chr3R0059430	Medtr3g030390
MtrunA17_Chr3g0088961	Medtr3g030400
MtrunA17_Chr3g0088981	Medtr3g030420
MtrunA17_Chr3g0088991	Medtr3g030440
MtrunA17_Chr3g0089001	Medtr3g030480
MtrunA17_Chr3R0059650	Medtr3g030490
MtrunA17_Chr3g0089021	Medtr3g030540
MtrunA17_Chr3g0089021	Medtr8g006500
MtrunA17_Chr3g0089031	Medtr3g030550
MtrunA17_Chr3g0089041	Medtr3g030560
MtrunA17_Chr3R0059850	Medtr3g030580
MtrunA17_Chr3g0089051	Medtr3g030590
MtrunA17_Chr3g0089071	Medtr3g030620
MtrunA17_Chr3g0089081	Medtr3g030640
MtrunA17_Chr3g0089091	Medtr3g030660
MtrunA17_Chr3R0060060	Medtr3g030670
MtrunA17_Chr3g0089121	Medtr3g030700
MtrunA17_Chr3g0089141	Medtr3g030770
MtrunA17_Chr3R0060230	Medtr3g030790
MtrunA17_Chr3R0060230	Medtr3g030800
MtrunA17_Chr3R0060230	Medtr3g030810
MtrunA17_Chr3R0060230	Medtr3g030820
MtrunA17_Chr3R0060360	Medtr3g030790
MtrunA17_Chr3R0060360	Medtr3g030800
MtrunA17_Chr3R0060360	Medtr3g030810
MtrunA17_Chr3R0060360	Medtr3g030820
MtrunA17_Chr3R0060450	Medtr3g030840
MtrunA17_Chr3g0089161	Medtr3g030850
MtrunA17_Chr3g0089171	Medtr3g030890
MtrunA17_Chr3g0089181	Medtr3g030900
MtrunA17_Chr3g0089191	Medtr3g030930
MtrunA17_Chr3g0089201	Medtr3g030950
MtrunA17_Chr3g0089211	Medtr3g030960
MtrunA17_Chr3g0089221	Medtr3g030980
MtrunA17_Chr3g0089231	Medtr3g030970
MtrunA17_Chr3g0089241	Medtr3g030970
MtrunA17_Chr3g0089251	Medtr3g030980
MtrunA17_Chr3g0089261	Medtr3g031000
MtrunA17_Chr3g0089271	Medtr3g031030
MtrunA17_Chr3g0089281	Medtr3g031040
MtrunA17_Chr3R0061960	Medtr3g031900
MtrunA17_Chr3g0089431	Medtr3g031940
MtrunA17_Chr3R0062360	Medtr3g031940
MtrunA17_Chr3g0089441	Medtr3g031940
MtrunA17_Chr3R0062580	Medtr3g031990
MtrunA17_Chr3R0062610	Medtr3g032000
MtrunA17_Chr3g0089461	Medtr3g032070
MtrunA17_Chr3R0062670	Medtr3g032100
MtrunA17_Chr3g0089471	Medtr3g032110
MtrunA17_Chr3R0062690	Medtr3g032110
MtrunA17_Chr3g0089481	Medtr3g032140
MtrunA17_Chr3g0089501	Medtr3g032150
MtrunA17_Chr3R0062700	Medtr3g032150
MtrunA17_Chr3g0089511	Medtr3g032150
MtrunA17_Chr3g0089521	Medtr3g032170
MtrunA17_Chr3g0089531	Medtr1g005335
MtrunA17_Chr3g0089531	Medtr1g005985
MtrunA17_Chr3g0089531	Medtr1g006145
MtrunA17_Chr3g0089531	Medtr1g006725
MtrunA17_Chr3g0089531	Medtr3g032175
MtrunA17_Chr3g0089531	Medtr3g032395
MtrunA17_Chr3g0089531	Medtr4g050836
MtrunA17_Chr3g0089531	Medtr8g045216
MtrunA17_Chr3g0089541	Medtr3g032200
MtrunA17_Chr3R0063100	Medtr3g032200
MtrunA17_Chr3R0063230	Medtr3g032290
MtrunA17_Chr3g0089581	Medtr3g032335
MtrunA17_Chr3g0089591	Medtr3g032340
MtrunA17_Chr3R0063360	Medtr3g032340
MtrunA17_Chr3g0089601	Medtr3g032370
MtrunA17_Chr3R0063370	Medtr3g032370
MtrunA17_Chr3g0089631	Medtr3g032390
MtrunA17_Chr3R0063420	Medtr3g032390
MtrunA17_Chr3g0089641	Medtr1g005335
MtrunA17_Chr3g0089641	Medtr1g005985
MtrunA17_Chr3g0089641	Medtr1g006725
MtrunA17_Chr3g0089641	Medtr3g032175
MtrunA17_Chr3g0089641	Medtr3g032395
MtrunA17_Chr3g0089641	Medtr4g050836
MtrunA17_Chr3g0089641	Medtr8g045216
MtrunA17_Chr3R0063550	Medtr3g032420
MtrunA17_Chr3R0063640	Medtr3g032440
MtrunA17_Chr3R0063970	Medtr3g032500
MtrunA17_Chr3g0089651	Medtr3g032500
MtrunA17_Chr3g0089661	Medtr3g032520
MtrunA17_Chr3g0089671	Medtr3g032530
MtrunA17_Chr3R0064140	Medtr3g032560
MtrunA17_Chr3g0089681	Medtr3g032570
MtrunA17_Chr3g0089691	Medtr3g032590
MtrunA17_Chr3g0089701	Medtr3g032630
MtrunA17_Chr3g0089711	Medtr3g032660
MtrunA17_Chr3g0089721	Medtr3g032700
MtrunA17_Chr3g0089731	Medtr3g032740
MtrunA17_Chr3g0089751	Medtr3g032750
MtrunA17_Chr3g0089761	Medtr3g032760
MtrunA17_Chr3R0064690	Medtr3g032760
MtrunA17_Chr3g0089771	Medtr3g032780
MtrunA17_Chr3g0089781	Medtr3g032800
MtrunA17_Chr3R0064790	Medtr3g032800
MtrunA17_Chr3R0065140	Medtr3g032910
MtrunA17_Chr3g0089811	Medtr3g032960
MtrunA17_Chr3R0065250	Medtr3g032960
MtrunA17_Chr3g0089831	Medtr3g032980
MtrunA17_Chr3g0089841	Medtr3g033000
MtrunA17_Chr3g0089851	Medtr3g033040
MtrunA17_Chr3g0089871	Medtr3g033080
MtrunA17_Chr3R0065730	Medtr3g033080
MtrunA17_Chr3g0089911	Medtr3g033110
MtrunA17_Chr3R0065850	Medtr3g033110
MtrunA17_Chr3g0089921	Medtr3g033110
MtrunA17_Chr3g0089951	Medtr3g033150
MtrunA17_Chr3R0066260	Medtr3g033240
MtrunA17_Chr3g0089961	Medtr3g033240
MtrunA17_Chr3g0089971	Medtr3g033260
MtrunA17_Chr3g0089991	Medtr3g033380
MtrunA17_Chr3R0066960	Medtr3g033380
MtrunA17_Chr3R0067020	Medtr3g033390
MtrunA17_Chr3g0090001	Medtr3g033420
MtrunA17_Chr3g0090011	Medtr3g033470
MtrunA17_Chr3R0067180	Medtr3g033480
MtrunA17_Chr3R0067210	Medtr3g033490
MtrunA17_Chr3g0090051	Medtr3g033520
MtrunA17_Chr3g0090061	Medtr3g033530
MtrunA17_Chr3g0090091	Medtr3g033690
MtrunA17_Chr3g0090101	Medtr3g033730
MtrunA17_Chr3g0090111	Medtr3g033790
MtrunA17_Chr3g0090131	Medtr3g033810
MtrunA17_Chr3g0090141	Medtr3g033860
MtrunA17_Chr3g0090151	Medtr3g033915
MtrunA17_Chr3g0090171	Medtr3g033925
MtrunA17_Chr3g0090191	Medtr3g033930
MtrunA17_Chr3R0068690	Medtr3g033950
MtrunA17_Chr3R0068970	Medtr3g034000
MtrunA17_Chr3g0090231	Medtr3g034030
MtrunA17_Chr3g0090251	Medtr3g034090
MtrunA17_Chr3g0090261	Medtr3g034100
MtrunA17_Chr3g0090271	Medtr3g034110
MtrunA17_Chr3R0069310	Medtr3g034120
MtrunA17_Chr3g0090281	Medtr3g034130
MtrunA17_Chr3g0090291	Medtr3g034160
MtrunA17_Chr3g0090301	Medtr3g034180
MtrunA17_Chr3g0090311	Medtr3g034200
MtrunA17_Chr3g0090321	Medtr3g034210
MtrunA17_Chr3R0069860	Medtr3g034255
MtrunA17_Chr3R0069920	Medtr3g034260
MtrunA17_Chr3g0090331	Medtr3g034290
MtrunA17_Chr3g0090341	Medtr3g034300
MtrunA17_Chr3g0090361	Medtr3g034370
MtrunA17_Chr3g0090371	Medtr3g034380
MtrunA17_Chr3R0070230	Medtr3g034380
MtrunA17_Chr3R0070310	Medtr3g034400
MtrunA17_Chr3g0090391	Medtr3g034410
MtrunA17_Chr3R0070420	Medtr3g034420
MtrunA17_Chr3g0090401	Medtr3g034430
MtrunA17_Chr3R0070470	Medtr3g034430
MtrunA17_Chr3g0090421	Medtr3g034450
MtrunA17_Chr3R0070570	Medtr3g034460
MtrunA17_Chr3g0090431	Medtr3g034460
MtrunA17_Chr3R0070920	Medtr3g034520
MtrunA17_Chr3g0090441	Medtr3g034540
MtrunA17_Chr3g0090451	Medtr3g034610
MtrunA17_Chr3R0071330	Medtr3g034610
MtrunA17_Chr3g0090471	Medtr3g034640
MtrunA17_Chr3R0071510	Medtr3g034650
MtrunA17_Chr3g0090511	Medtr3g034660
MtrunA17_Chr3g0090521	Medtr3g034670
MtrunA17_Chr3R0071830	Medtr3g034690
MtrunA17_Chr3R0073560	Medtr3g035410
MtrunA17_Chr3R0073600	Medtr3g035440
MtrunA17_Chr3g0090651	Medtr3g035480
MtrunA17_Chr3g0090691	Medtr3g035500
MtrunA17_Chr3R0073780	Medtr3g035500
MtrunA17_Chr3R0074000	Medtr3g035560
MtrunA17_Chr3g0090741	Medtr3g035600
MtrunA17_Chr3g0090741	Medtr4g051150
MtrunA17_Chr3g0090741	Medtr4g034650
